recid1,recid,kdstrata,kdorgan,kdloc,kdtk,nama,almt,kota,rt,rw,telp,telp_1,telp_2,telp_3,fax_1,fax_2,fax_3,kode_pos,gate,comp,luas,buka,mode,type_toko,fot,type_harga,type_rak,ls_tanah,ls_jual,ls_disp,ls_gudang,pkp,npwp,skp,tglskp,tutup,kirim,gudang,kont_awal,kont_akhir,cnt_hal,cnt_lt,coc,coc_tiang,end_gond,jmlrak,fldisp,freegdl,prplprm,prmarea,sewa,kurs,umur,namafrc,markup,kpp,personil,ka_toko,as_toko,merchan01,merchan02,merchan03,merchan04,kasir01,kasir02,kasir03,kasir04,kasir05,kasir06,pramu01,pramu02,pramu03,pramu04,pramu05,pramu06,pramu07,pramu08,pramu09,pramu10,pramu11,pramu12,fr_max_cr,fr_begbal,fr_credit,fr_ppn,fr_pay,fr_ppn1,fr_d_cr,fr_d_pay,update,toko,npb,bpb,badan,royal_1,royal_1p,royal_2,royal_2p,royal_3,royal_3p,royal_4,royal_4p,buah,tgl_pkm,jml_km,elpiji,kdlm,trf,upd_dho,upd_dec,upd_aac,fdisp,trf_ho,oto,kdbr,berlaku,compete,npwp_dc,tgl_dc,almt_pjk1,almt_pjk2,almt_pjk3,kode_cid,kd_frc,nppkp,mrchnt,tok24,conv,berlaku_hrg,berlaku_cid,jadwal_conv,flagtoko,hari24,imobile,apka,tidak_hitung_pb,jenis_toko,class_tk,subclass_tk,tgl_aktif_mstore,koneksi_primary,koneksi_secondary,tanggal_primary,tanggal_secondary,domain,dual_screen,start_tgl_berlaku_se,end_tgl_berlaku_se,flag_libur_rutin,jam_buka,jam_tutup,point_cafe,event,periode_awal,periode_akhir,tgl_buka_pointcafe,tgl_tutup_pointcafe,tgl_dis05,kabupaten,setor_bank,nama_bank1,tgl_awal_bank1,tgl_akhir_bank1,nama_bank2,tgl_awal_bank2,tgl_akhir_bank2,tok_perda,tok_tgl_awal_perda,tok_tgl_akhir_perda,tok_pointcaffee_app,tok_drive_thru,almt_toko,almt_pajak,tok_pt_bip,flagtk,markup_igr,tgl_multirates
"","","1131"," "," ","TQGM","GRAND PORIS - TANGERANG","JL.GRAND PORIS BLOK A10 NO.01 RT.012 RW.09 KEL.CIPONDOH INDAH KEC.CIPONDOH","TANGERANG","","","","22260230"," ","6909400"," "," "," ","","","2","149","2020-08-01","1","H","1","5","H","225.92","","120.58","14.92","Y","01.337.994.6-092.000","01.337.994.6-416.001","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P416","22","2013033089","2013035872","2013031326"," "," "," ","2013029120","2013184067","2013092751","2013200951","2013097319"," ","2012101158","2013032030","2013173598","2013181319","2012059783","2013188230","2013085681","2015003805","2015024267","2015025868","2015025864","2013175088","","","","","","","","","2022-08-19","TQGM","","","F","","","","","","","","","  X X X","2020-08-01","15"," X X X ","FE1E","","2011-04-28","2020-08-06","2011-06-17","2","","N","","2011-04-30"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2012-01-17","2012-03-07","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2020-01-31","","2020-09-01","","","","","","","","","","","","","","#","JL.GRAND PORIS BLOK A10 NO.01 RT.012 RW.09 KEL.CIPONDOH INDAH KEC.CIPONDOH","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TQIN","BANDARA MAS A5 - TANGERANG","PERGUDANGAN BANDARA MAS BLOK A5 NO.1 KEL. SELAPANJANG JAYA","TANGERANG","","","","55724014"," ","6909400"," "," "," ","","","2","338","2016-08-08","1","H","1","1","H","468.83","","143.62","154.24","Y","01.337.994.6-092.000","01.337.994.6-402.001","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P402","8","2012063246"," ","2013072318","2013106602","2013133521"," ","2013159866"," "," "," "," "," ","2013139650","2015016099","2013220665"," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TQIN","","","F","","","","","","","","","  X X X","2016-08-08","33","       ","","","","2020-08-06","","2","","N","","2016-06-23"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2016-06-23","2016-06-23","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2020-01-31","","2020-09-01","","","","","","","","","","","","","","#","PERGUDANGAN BANDARA MAS BLOK A5 NO.1 KEL. SELAPANJANG JAYA","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TQIW","VETERAN - TANGERANG","JL RAYA VETERAN - KH SOLEH ALI RT.002 RW. 008","TANGERANG","","","","5513236"," ","6909400"," "," "," ","","","2","184","2016-09-30","1","H","1","1","H","505.44","","117.73","42.79","Y","01.337.994.6-092.000","01.337.994.6-416.001","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P416","8","2000006274"," ","2013123147"," "," "," ","2013142443","2013199825","2013199823"," "," "," ","2013232832","2013199627","2015013800"," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TQIW","","","F","","","","","","","","","  X X X","2016-09-30","15","       ","","","","2020-08-06","","2","","N","","2016-09-15"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2016-09-15","2016-09-15","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2020-01-31","","2020-09-01","","","","","","","","","","","","","","#","JL RAYA VETERAN - KH SOLEH ALI RT.002 RW. 008","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TQJI","BANDARA MAS 2 - TANGERANG","KOMP PERGUDANGAN BANDARA MAS              KEL. SELAPANJANG JAYA KEC. NEGLASARI","TANGERANG","","","","55787638"," ","6909400"," "," ","ECT","","","2","333","2015-12-31","1","H","1","1","H","433.93","","144.44","90.40","Y","01.337.994.6-092.000","01.337.994.6-402.001","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P402","9","2012055574","2013129122"," "," "," "," ","2013188100","2013220689","2013189276"," "," "," ","2013224340","2013220674","2013140876","2013168841"," "," "," "," "," "," "," "," ","","","","","","","","","2022-09-15","TQJI","","","F","","","","","","","","","  X X X","2015-12-31","29","       ","","","","2020-08-06","","2","","N","","2015-12-21"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2015-12-21","2015-12-21","","","","","","","","","","","","","","","","","","","","07:00","22:00","Y","","","","2019-04-30","","2020-09-01","","","","","","","","","","","","","","#","KOMP PERGUDANGAN BANDARA MAS              KEL. SELAPANJANG JAYA KEC. NEGLASARI","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TQPL","VIHARA CURUG - TANGERANG","JL RAYA CIHARA CURUG KEL. CIAKAR KEC. PANONGAN"," ","","","","59894353"," ","6909400"," "," "," ","","","2","160","2017-11-24","1","H","1","1","H","262.61","","108.22","38.46","Y","01.337.994.6-092.000","01.337.994.6-451.001","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P451","5","2013023467"," ","2013125757"," "," "," ","2015028178"," "," "," "," "," ","2013208680","2015029813"," "," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TQPL","","","F","","","","","","","",""," X X X ","2017-11-24","16","       ","","","","2020-08-06","","2","","N","","2017-11-10"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2017-11-10","2017-11-10","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2019-04-30","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","JL RAYA CIHARA CURUG KEL. CIAKAR KEC. PANONGAN","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TQT0","M TOHA KM 3.5 - TANGERANG","JL. M TOHA KM. 3-5 RT. 001 RW. 001 KEL. PERIUK JAYA KEC. PERIUK","TANGERANG","","","","55788079"," ","6909400"," "," "," ","","","2","99","2019-04-29","1","H","1","1","H","98.82","","86.19","89.10","Y","01.337.994.6-092.000","01.337.994.6-402.001","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P402","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TQT0","","","F","","","","","","","",""," X X X ","2019-04-29","","       ","","","","2020-08-06","","2","","N","","2019-04-16"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2019-04-16","2019-04-16","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2019-04-30","","2020-09-01","","","","","","","","","","","","","","#","JL. M TOHA KM. 3-5 RT. 001 RW. 001 KEL. PERIUK JAYA KEC. PERIUK","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TQV2","I - STORE MISDO TGR1"," "," ","","",""," "," ","6909400"," "," "," ","","","","","2020-05-01","1","H","1","1","H","","","","","Y","01.337.994.6-092.000","01.337.994.6-092.000","2013-05-01","","G026","","","","","","","","","","","","","","","","","PT.INDOMARCO PRISMATAMA","0","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TQV2","","","F","","","","","","","","","","2020-05-01","","","","","","","","2","","N","","2020-04-22"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2020-04-22","2020-04-22","","","","","","","","","","","","","","","","","","","","","","","","","","2019-04-30","","2020-09-01","","","","","","","","","","","","","","#"," ","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," ","004220290002","TQVC","BONA SARANA - TANGERANG","BONA SARANA INDAH BLOK B/06 RT.01 RW.02   KEL. CIKOKOL KEC. TANGERANG","TANGERANG","","","","55740116"," ","6909400"," "," ","ECT","","10","2","130","2015-02-01","1","F","1","1","F","170","142.10","130","58.57","Y","01.337.994.6-092.000","01.337.994.6-416.001","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P416","24","2012056965","2012063286","2013102408","2012067500","2012085195"," ","2013032347","2013102365","2013143620","2013021489","2013127254","2013068168","2013209979","2013105782","2013082271","2013103237","2013144520","2013188222","2012068468","2012093120","2015032192","2013066802","2013095553"," ","","","","","","","","","2022-08-19","TQVC","","","T","","","","","","","","","  X X X","2015-02-01","19","  X X X","F21L","","2005-06-29","2020-08-06","2011-06-21","2","","N","","2010-09-14"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2011-08-31","2012-02-27","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2019-04-30","","2020-09-01","","","","","","","","","","","","","","#","BONA SARANA INDAH BLOK B/06 RT.01 RW.02   KEL. CIKOKOL KEC. TANGERANG","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TR31","MEKARSARI RAJEG - TANGERANG","JL. PINTU DUA TRR RT. 016 RW. 07          KEL. MEKARSARI KEC. RAJEG"," ","","","","59350662"," ","6909400"," "," "," ","","","2","160","2011-04-30","1","H","1","1","H","385.37","","93.02","30.13","Y","01.337.994.6-092.000","01.337.994.6-418.006","2007-04-01","","G026","","","","","","","","","","","","","","","1","","PT INDOMARCO PRISMATAMA","0","P418","16","2012022415","2013040621","2013033064","2013093888"," "," ","2015040061","2013197169","2013005924","2013092743","2015023250","2015020308","2013100166","2013008419","2012079037","2013124544","2015021723","2013176979"," "," "," "," "," "," ","","","","","","","","","2022-08-19","TR31","","","F","","","","","","","",""," X X X ","2011-04-30","20"," X X X ","","","2011-04-27","2020-08-06","2011-06-14","2","","N","","2011-04-30"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2011-08-31","2012-03-21","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2019-04-30","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","JL. PINTU DUA TRR RT. 016 RW. 07          KEL. MEKARSARI KEC. RAJEG","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TR57","REST AREA KM 13.5 - TANGERAN","JL. REST AREA PALM SQUARE RUAS TOL JAKARTA - MERAK KEL. PINANG KEC. PINANG","TANGERANG","","","","73445832"," ","6909400"," "," "," ","","","2","182","2011-05-18","1","H","1","5","H","182.09","","165.11","33.50","Y","01.337.994.6-092.000","01.337.994.6-416.001","2007-04-01","","G026","","","","","","","","","","","","","","","1","","PT INDOMARCO PRISMATAMA","0","P416","71","2007007722","2012095669","2012108782","2013030269"," "," ","2013225351","2012084543","2013057784","2013056506","2013103254","2013177058","2013183651","2012039927","2013003155","2013115448","2012056700","2013003870","2012068476","2013118188","2013093838","2013063385","2013063368"," ","","","","","","","","","2022-09-15","TR57","","","F","","","","","","","","","  X X X","2011-05-18","49"," X X X ","","","","2020-08-06","","2","","N","","2011-05-18"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","Y","NC","2011-08-31","2012-03-19","","","","","","","","","","","","","","","","","","","","00:00","00:00","Y","","","","2016-12-31","","2020-09-01","","","","","","","","","","","","","","#","JL. REST AREA PALM SQUARE RUAS TOL JAKARTA - MERAK KEL. PINANG KEC. PINANG","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TR8U","KADU BITUNG - TANGERANG","JL. VETERAN KP. BITUNG RT. 002 RW. 005    KEL. KADU JAYA KEC. CURUG"," ","","","","5986486"," ","6909400"," "," "," ","","","2","151","2014-10-16","1","H","1","1","H","208.42","","100.77","41.25","Y","01.337.994.6-092.000","01.337.994.6-451.001","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P451","14","2012093583","2013042970","2013065309"," "," "," ","2013072327","2013072336","2013222174","2013119542","2013194332"," ","2013072317","2013105904","2013201892","2013095559","2013199965","2013099249"," "," "," "," "," "," ","","","","","","","","","2022-08-19","TR8U","","","F","","","","","","","",""," X X X ","2014-10-16","5","       ","","","","2020-08-06","","2","","N","","2014-10-09"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2014-10-09","2014-10-09","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2016-12-31","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","JL. VETERAN KP. BITUNG RT. 002 RW. 005    KEL. KADU JAYA KEC. CURUG","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TR8V","SUKABAKTI 2 - TANGERANG","JL. RAYA KRESEK KP.AL-FATAH RT.004 RW.002 KEL. SUKABAKTI KEC. CURUG"," ","","","","5986762"," ","6909400"," "," "," ","","","2","162","2014-11-15","1","H","1","1","H","271.95","","108.46","42.73","Y","01.337.994.6-092.000","01.337.994.6-451.001","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P451","12","2012066603"," ","2013075947","2013012740"," "," ","2013023888","2013077076","2013165366"," "," "," ","2013076886","2013129040","2013221834","2013124694","2013170272"," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TR8V","","","F","","","","","","","",""," X X X ","2014-11-15","7","       ","","","","2020-08-06","","2","","N","","2014-10-28"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2014-10-28","2014-10-28","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2016-12-31","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","JL. RAYA KRESEK KP.AL-FATAH RT.004 RW.002 KEL. SUKABAKTI KEC. CURUG","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TRE3","TENJO 2 - BOGOR","JL. TENJO BOGOR RT. 02 RW. 01 KEL. TENJO  KEC. TENJO"," ","","","","59760559"," ","6909400"," "," "," ","","","2","171","2014-02-26","1","H","1","2","H","238.49","","111.80","44.96","Y","01.337.994.6-092.000","01.337.994.6-434.002","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P434","8","2012086854"," ","2012043265","2013072328"," "," ","2012100356"," "," "," "," "," ","2013032044","2013153540","2013191733"," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TRE3","","","F","","","","","","","",""," X X X ","2014-02-26","42","       ","","","","2020-08-06","","2","","N","","2014-02-26"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2014-02-26","2014-02-26","","","","","","","","","","","","","","","","","","","","08:00","20:00","","","","","2016-12-31","","2020-09-01","BOGOR","","","","","","","","","","","","","#","JL. TENJO BOGOR RT. 02 RW. 01 KEL. TENJO  KEC. TENJO","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TRH1","PERMATA REGENCY EA3","RUKO VILA PERMATA REGENCY BLOK EA 03-02"," ","","","","59711262"," ","6909400"," "," ","ECT","","","2","143","2017-10-31","1","H","1","1","H","242.60","","116.64","44.97","Y","01.337.994.6-092.000","01.337.994.6-418.006","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P418","5","2002002005"," ","2013075206"," "," "," "," "," "," "," "," "," ","2015008307"," "," "," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TRH1","","","F","","","","","","","","","  X X X","2017-10-31","13","       ","","","","2020-07-27","","2","","N","","2017-10-13"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2017-10-13","2017-10-13","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2016-12-31","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","RUKO VILA PERMATA REGENCY BLOK EA 03-02","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TRHF","PREMIER PARK 2 - TANGERANG","RUKO PREMIER PARK 2 KEL. CIKOKOL          KEC. TANGERANG","TANGERANG","","","","29671540"," ","6909400"," "," ","ECT","","","2","161","2014-08-31","1","H","1","1","H","182.74","","112.74","117.02","Y","01.337.994.6-092.000","01.337.994.6-416.001","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P416","13","2013003635"," ","2012107312","2013099122"," "," ","2013186406","2013093688","2013215377","2013069455"," "," ","2013100183","2013097324","2013140865","2013140039","2013195837"," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TRHF","","","F","","","","","","","","","  X X X","2014-08-31","28","       ","","","","2020-08-06","","2","","N","","2014-08-24"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2014-08-24","2014-08-24","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2016-12-31","","2020-09-01","","","","","","","","","","","","","","#","RUKO PREMIER PARK 2 KEL. CIKOKOL          KEC. TANGERANG","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TRJB","RUKO MALL CBD CILEDUG","JL. HOS COKROAMINOTO CBD BLOK D 2 NO. 17-18 KEL. KARANG TENGAH KEC. KARANG TENGAH","TANGERANG","","",""," "," ","6909400"," "," "," ","","","2","139","2020-02-08","1","H","1","1","H","151.38","","108.07","117.59","Y","01.337.994.6-092.000","01.337.994.6-416.001","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P416","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TRJB","","","F","","","","","","","","","  X X X","2020-02-08","","       ","","","","2020-07-28","","2","","N","","2020-01-24"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2020-01-24","2020-01-24","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2016-12-31","","2020-09-01","","","","","","","","","","","","","","#","JL. HOS COKROAMINOTO CBD BLOK D 2 NO. 17-18 KEL. KARANG TENGAH KEC. KARANG TENGAH","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TRLJ","WANAKERTA - TANGERANG","Kp Wanakerta Jl Desa"," ","","",""," "," ","6909400"," "," ","ECT","","","2","196","2020-07-10","1","H","","1","H","36375","","122.45","49.50","Y","01.337.994.6-092.000","01.337.994.6-418.006","2013-05-01","","G026","","","","","","","","","","","","","","2916666.6670","1","","PT.INDOMARCO PRISMATAMA","0","P418","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TRLJ","","","","","","","","","","","","  X X X","2020-07-10","0","       ","","","","2020-08-06","","2","","","","2020-06-16"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2020-06-16","2020-06-16","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2016-12-31","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","Kp Wanakerta Jl Desa","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TRLQ","APARTEMENT SKANDINAVIA","GEDUNG MENARA INDOMARET JL BOULEVARD PANTAI INDAH KAPUK- JAKARTA UTARA","TANGERANG","","",""," "," "," "," "," ","ECT","","","2","160","2019-10-31","1","H","1","1","H","159.83","","115.36","132.15","Y","01.337.994.6-092.000","01.337.994.6-092.000","2013-05-01","","G026","","","","","","","","","","","","","","0","1","","PT.INDOMARCO PRISMATAMA","0","P416","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-09-15","TRLQ","","","F","","","","","","","","","  X X X","2019-10-31","0","       ","","","","2020-08-05","","2","","N","","2019-09-03"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","","","N","NC","2019-09-03","2019-09-03","       ","","NNNNNNN","","N","N","","SD","SDS","","","","","","","N","","","","","","Y","","","","2019-10-31","","2020-09-01","","","","","","","","","","","","N","","ASFASDFASFASF#DSADSADSADASDASDSAD","GEDUNG MENARA INDOMARET JL BOULEVARD PANTAI INDAH KAPUK- JAKARTA UTARA","N","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TRVQ","RAYA TOBAT 65 - TANGERANG","JL RAYA TOBAT RT. 002 RW. 001             KEL. TOBAT KEC. BALARAJA"," ","","","","5950567"," ","6909400"," "," "," ","","","2","150","2017-03-31","1","H","1","1","H","312.72","","109.26","44.63","Y","01.337.994.6-092.000","01.337.994.6-451.008","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P451","5","2011017524"," ","2013105902"," "," "," ","2013098258","2013202583"," "," "," "," ","2013225963"," "," "," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TRVQ","","","F","","","","","","","",""," X X X ","2017-03-31","22","       ","","","","2020-08-06","","2","","N","","2017-03-15"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2017-03-15","2017-03-15","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2019-10-31","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","JL RAYA TOBAT RT. 002 RW. 001             KEL. TOBAT KEC. BALARAJA","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TS0Y","PASAR KEMIS SILIWANGI","JL. RAYA PASAR KEMIS - RAJEG RT. 005 RW. 005 KEL. PASAR KEMIS KEC. PASAR KEMIS"," ","","","","59714706"," ","6909400"," "," "," ","","","2","173","2019-05-10","1","H","1","1","H","300","","119.39","34.05","Y","01.337.994.6-092.000","01.337.994.6-418.006","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P418","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TS0Y","","","F","","","","","","","",""," X X X ","2019-05-10","","       ","","","","2020-07-03","","2","","N","","2019-05-02"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2019-05-02","2019-05-02","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2019-10-31","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","JL. RAYA PASAR KEMIS - RAJEG RT. 005 RW. 005 KEL. PASAR KEMIS KEC. PASAR KEMIS","","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TS3E","TALAGA BESTARI - TANGERANG","GEDUNG MENARA INDOMARET JL BOULEVARD PANTAI INDAH KAPUK- JAKARTA UTARA"," ","","","","29871001"," "," "," "," ","ECT","","","2","357","2014-11-29","1","H","1","1","H","1534.95","","258.64","110.77","Y","01.337.994.6-092.000","01.337.994.6-092.000","2013-05-01","","G026","","","","","","","","","","","","","","0","1","","PT.INDOMARCO PRISMATAMA","0","P418","38"," "," "," "," "," "," ","2013210566","2013075213","2013075200","2013075192","2013134811","2013081603","2013076888","2013003879","2013080905","2013079265","2013117880"," "," "," "," "," "," "," ","","","","","","","","","2022-09-15","TS3E","","","F","","","","","","","","","  X X X","2014-11-29","15","       ","","","","2020-08-06","","2","","N","","2014-11-19"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","","","N","NC","2014-11-19","2014-11-19","       ","","NNNNNNN","","N","N","","SD","SDS","","","","","","","N","","","","06:00","10:00","Y","","","","2017-12-10","","2020-09-01","TANGERANG","","","","","","","","","","","N","","PERUM TALAGA BESTARI PLAZA DCAPTIVA#SINDANG JAYA","GEDUNG MENARA INDOMARET JL BOULEVARD PANTAI INDAH KAPUK- JAKARTA UTARA","N","SMN=15000, SMX=70000","","2022-09-14"
"","","1131"," "," ","TS5D","RAYA KAMPUNG MELAYU TIMUR","KAMPUNG MELAYU TIMUR RT. 001 RW. 003-     KEL.  KAMPUNG MELAYU TIMUR KEC. TELUK NAGA"," ","","","","54231936"," ","6909400"," "," "," ","","","2","102","2019-06-21","1","H","1","1","H","279.67","","99.08","126.80","Y","01.337.994.6-092.000","01.337.994.6-418.006","2013-05-01","","G026","","","","","","","","","","","","","","","1","","PT.INDOMARCO PRISMATAMA","0","P418","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","","","","","","","","2022-08-19","TS5D","","","F","","","","","","","","","  X X X","2019-06-21","","       ","","","","2020-07-03","","2","","N","","2019-05-21"," ","01.337.994.6-092.000","2022-09-19","","","","XXX","00000","01.337.994.6-092.000","","N","NC","2019-05-21","2019-05-21","","","","","","","","","","","","","","","","","","","","07:00","22:00","","","","","2017-12-10","","2020-09-01","TANGERANG","","","","","","","","","","","","","#","KAMPUNG MELAYU TIMUR RT. 001 RW. 003-     KEL.  KAMPUNG MELAYU TIMUR KEC. TELUK NAGA","","SMN=15000, SMX=70000","","2022-09-14"
