PLU_JUAL|PLU_BHN_BAKU|PLU_ADDITIONAL|PLU_PENGGANTI|KET_SPECIAL_REQUEST|VALUE|SATUAN|MAX_PLU_JUAL|MAX_ADD|KELOMPOK_SPCL_REQ
20122041|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20122041|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20122041|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20071969|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20072105|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20069006|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20099885|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20113363|0|20120505|0|Add Sauce Rte|1|PCS|4|4|Extra
20115138|0|20113632|0|Add Sauce Rte|1|PCS|4|4|Extra
20115138|0|20113630|0|Add Sauce Rte|1|PCS|4|4|Extra
20115138|0|20115039|0|Add Sauce Rte|1|PCS|4|4|Extra
20115138|0|20120505|0|Add Sauce Rte|1|PCS|4|4|Extra
20115138|0|20117225|0|Add Sauce Rte|1|PCS|4|4|Extra
20123047|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20093434|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20068997|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20068998|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20096791|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20103280|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20085263|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20085263|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20074247|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20068998|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20068998|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20068998|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20068998|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20103280|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20103280|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20103280|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20103280|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20103280|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20103280|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20103280|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20103280|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20103280|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20103703|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20085263|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20085263|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20085263|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20085263|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20069008|0|20109825|0|Upsize (+)|1|PCS|4|1|Upsize
20085283|0|20109813|0|Upsize (+)|1|PCS|4|1|Upsize
20099886|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20112871|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20112871|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20112871|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20115979|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20113168|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20113169|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20103278|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20096329|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20115961|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20115961|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20113310|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20114167|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20112871|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20115961|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20115961|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20115979|0|20109399|0|Ice Cube(+)|1|PCS|4|4|Extra
20116852|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20119615|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20119615|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20119615|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20119617|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20119617|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20082342|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20082342|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20123047|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20115138|0|20120503|0|Add Sauce Rte|1|PCS|4|4|Extra
20120501|0|20115039|0|Add Sauce Rte|1|PCS|4|4|Extra
20123047|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20120502|0|20120503|0|Add Sauce Rte|1|PCS|4|4|Extra
20120502|0|20117226|0|Add Sauce Rte|1|PCS|4|4|Extra
20123047|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20123047|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20123047|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20123047|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20123047|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20123047|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20123048|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20123048|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20123048|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20123048|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20123064|0|20109399|0|Ice Cube(+)|1|PCS|4|4|Extra
20123065|0|20109399|0|Ice Cube(+)|1|PCS|4|4|Extra
20119618|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20113169|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20096329|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20124302|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20123048|0|20123058|0|Upsize (+)|1|PCS|4|1|Upsize
20119615|0|20123059|0|Upsize (+)|1|PCS|4|1|Upsize
20119617|0|20123060|0|Upsize (+)|1|PCS|4|1|Upsize
20119618|0|20123061|0|Upsize (+)|1|PCS|4|1|Upsize
20123049|0|20123062|0|Upsize (+)|1|PCS|4|1|Upsize
20124302|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20124302|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20124302|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20124302|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20124302|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20124302|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20125091|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20125091|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20125091|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20125091|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20125091|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20125091|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20125091|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20125091|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20125091|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20125092|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20125092|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20125092|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20125092|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20125092|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20125092|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20125093|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20125093|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20125093|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20125093|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20125093|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20125093|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20125093|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20125093|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20124300|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20124300|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20124300|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20124300|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20124300|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20124300|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20124300|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20124301|0|20124344|0|NORMAL|1|PCS|4|4|
20124301|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20124301|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20124301|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20103280|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20103703|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20103774|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20074247|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20068991|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20074247|0|20109809|0|Upsize (+)|1|PCS|4|1|Upsize
20103705|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20069013|0|20109852|0|Upsize (+)|1|PCS|4|1|Upsize
20095413|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20095412|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20112871|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20113168|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20113169|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20115961|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20115961|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20114167|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20116852|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20113310|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20114169|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20114169|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20114169|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20116852|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20114170|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20114170|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20114170|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20114170|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20114170|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20114170|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20114170|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20116852|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20114170|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20114170|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20114170|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20116852|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20119614|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20119615|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20119617|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20114168|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20082342|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20122041|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20069007|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20074245|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20125091|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20068996|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20113363|0|20117227|0|Add Sauce Rte|1|PCS|4|4|Extra
20113363|0|20120504|0|Add Sauce Rte|1|PCS|4|4|Extra
20113363|0|20117226|0|Add Sauce Rte|1|PCS|4|4|Extra
20113364|0|20113628|0|Add Sauce Rte|1|PCS|4|4|Extra
20123045|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20113364|0|20120503|0|Add Sauce Rte|1|PCS|4|4|Extra
20113364|0|20117226|0|Add Sauce Rte|1|PCS|4|4|Extra
20120501|0|20120505|0|Add Sauce Rte|1|PCS|4|4|Extra
20068996|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20123045|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20123045|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20123045|0|20069020|0|Coffee Jelly (+)|1|PCS|4|4|Modif Topping
20123045|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20123045|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20123045|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20123048|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20123046|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20123047|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20123048|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20123048|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20123049|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20069007|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20113309|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20101437|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20068996|0|20123051|0|Upsize (+)|1|PCS|4|1|Upsize
20103278|0|20123063|0|Upsize (+)|1|PCS|4|1|Upsize
20125092|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20125092|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20125092|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20125093|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20125093|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20125093|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20125093|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20124300|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20124300|0|20124343|0|NORMAL|1|PCS|4|4|
20124301|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20103704|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20068987|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20099880|0|20109842|0|Upsize (+)|1|PCS|4|1|Upsize
20068987|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20099877|0|20109399|0|Ice Cube(+)|1|PCS|2|1|Extra
20103705|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20068987|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20069009|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20103705|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20103705|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20103705|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20103705|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20103705|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20103705|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20103705|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20103705|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20103705|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20103706|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20103706|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20085263|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20106106|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20099885|0|20109858|0|Upsize (+)|1|PCS|4|1|Upsize
20099883|0|20109854|0|Upsize (+)|1|PCS|4|1|Upsize
20099884|0|20109855|0|Upsize (+)|1|PCS|4|1|Upsize
20068998|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20099878|0|20109399|0|Ice Cube(+)|1|PCS|2|1|Extra
20096329|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20096329|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20115979|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20115979|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20115979|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20119618|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20089518|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20096791|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20124302|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20113361|0|20113628|0|Add Sauce Rte|1|PCS|4|4|Extra
20113363|0|20117225|0|Add Sauce Rte|1|PCS|4|4|Extra
20113363|0|20120503|0|Add Sauce Rte|1|PCS|4|4|Extra
20120501|0|20113628|0|Add Sauce Rte|1|PCS|4|4|Extra
20120501|0|20117227|0|Add Sauce Rte|1|PCS|4|4|Extra
20120501|0|20113630|0|Add Sauce Rte|1|PCS|4|4|Extra
20123046|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20123048|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20113309|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20113310|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20085281|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20114168|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20114168|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20114168|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20114168|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20114168|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20124302|0|20069005|0|NORMAL|1|PCS|4|4|Extra
20124302|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20125092|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20125092|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20114170|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20124301|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20124301|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20124301|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20124301|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20103774|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20103774|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20068991|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20111897|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20095413|0|20109845|0|Upsize (+)|1|PCS|4|1|Upsize
20069011|0|20109810|0|Upsize (+)|1|PCS|4|1|Upsize
20111897|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20111897|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20111897|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20111897|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20112871|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20112871|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20113168|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20096329|0|20109399|0|Ice Cube(+)|1|PCS|4|4|Extra
20116844|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20116844|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20116844|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20116844|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20116844|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20116844|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20116844|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20119615|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20119615|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20095412|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20096791|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20099874|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20099875|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20124302|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20125091|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20113361|0|20115038|0|Add Sauce Rte|1|PCS|4|4|Extra
20113309|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20113309|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20120502|0|20113632|0|Add Sauce Rte|1|PCS|4|4|Extra
20120502|0|20115039|0|Add Sauce Rte|1|PCS|4|4|Extra
20120502|0|20120505|0|Add Sauce Rte|1|PCS|4|4|Extra
20120502|0|20120504|0|Add Sauce Rte|1|PCS|4|4|Extra
20123046|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20123046|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20123046|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20123046|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20123046|0|20069020|0|Coffee Jelly (+)|1|PCS|4|4|Modif Topping
20123046|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20123046|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20123046|0|20104086|0|Nangka Jelly (+)|1|PCS|4|4|Topping
20123046|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20123048|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20099875|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20069008|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20068987|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20122041|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20125091|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20125091|0|20101436|0|Tropicana Sgr|1|PCS|4|4|Others
20124300|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20124300|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20124300|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20124300|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20124300|0|20123084|0|Add Cream Cheese (+)|1|PCS|4|4|Topping
20124301|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20103706|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20068991|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20069013|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20069013|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20069013|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20074247|0|20069020|0|Coffee Jelly (+)|1|PCS|4|4|Modif Topping
20069013|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20068991|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20068991|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20068991|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20068991|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20068991|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20068991|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20103278|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20103278|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20103278|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20103278|0|20069003|0|Hazelnut Syrup (+)|1|PCS|4|4|Syrup
20103278|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20103278|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20103278|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20103278|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20103278|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20103278|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20103703|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20103706|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
20103706|0|20096809|0|Brown Sugar Konyaku (+)|1|PCS|4|4|Topping
20103706|0|20069001|0|Vanilla Syrup (+)|1|PCS|4|4|Syrup
20103706|0|20069004|0|Coffee Jelly (+)|1|PCS|4|4|Topping
20103706|0|20099887|0|Caramel Sauce (+)|1|PCS|4|4|Sauce
20103706|0|20099888|0|Chocolate Sauce (+)|1|PCS|4|4|Sauce
20103706|0|20098726|0|Tropical Jelly (+)|1|PCS|4|4|Topping
20103773|0|20069005|0|Espresso shot|1|PCS|4|4|Extra
20103773|0|20069002|0|Caramel Syrup (+)|1|PCS|4|4|Syrup
20103773|0|20089832|0|Whip. Cream (+)|1|PCS|4|4|Extra
