PLU|KEMASAN|BARCODE|QTY|TGL_BERLAKU
20053797|CTN|18993007005712|24|22/07/2021
20053799|CTN|18992702006000|24|22/07/2021
20053858|CTN|18998866609484|24|22/07/2021
20053867|CTN|8991102228060|12|22/07/2021
20053867|CTN|8991102228619|12|22/07/2021
20054147|CTN|08999999095314|12|22/07/2021
20054383|CTN|08992696424494|36|22/07/2021
20054562|CTN||100|22/07/2021
20054562|BOX|8998989400176|10|07/09/2021
20054610|CTN|08999999095307|6|22/07/2021
20054639|CTN|8992933654318|24|22/07/2021
20054640|CTN|8992933653311|24|22/07/2021
20054747|CTN|18998866803646|6|22/07/2021
20054750|CTN|08999999180591|12|22/07/2021
20054750|CTN|08999999091972|12|22/07/2021
20054847|CTN|1899886660871|24|22/07/2021
20054897|CTN|08992696428829|36|22/07/2021
20055060|CTN|18998181941153|600|07/09/2021
20055683|CTN|10089686118015|12|22/07/2021
20055683|CTN|10089868670067|12|22/07/2021
20055742|CTN|18801073221496|16|22/07/2021
20055742|CTN|8801073221499|16|22/07/2021
20055762|CTN|18997029820063|36|22/07/2021
20055762|CTN|8850157102117|36|22/07/2021
20055763|CTN|18997029820056|36|22/07/2021
20055764|CTN|18997029820070|36|22/07/2021
20055795|BOX|8997032822279|10|07/09/2021
20055795|CTN||0|22/07/2021
20055829|CTN|18998866202159|24|22/07/2021
20055854|CTN|08999999082178|6|22/07/2021
20055854|CTN|28719200171729|6|22/07/2021
20055854|CTN|8999999082178|6|22/07/2021
20056193|CTN|18991002121062|24|22/07/2021
20056220|CTN|08999999010362|12|22/07/2021
20056352|CTN|10089686044079|40|22/07/2021
20056989|CTN|18997028440019|24|22/07/2021
20057229|CTN|18999908444902|40|22/07/2021
20057230|CTN|18999908445305|40|22/07/2021
20057867|CTN|18997009781117|12|22/07/2021
20058301|CTN|9556156049222|24|22/07/2021
20058301|CTN|9556156053724|24|22/07/2021
20058330|CTN|8997005860024|24|22/07/2021
20058478|BOX|8991906158884|10|07/09/2021
20058478|CTN||0|22/07/2021
20059501|CTN|18996001600310|24|22/07/2021
20060210|CTN|8994096218406|24|22/07/2021
20060210|CTN|8994096226531|24|22/07/2021
20060300|BOX|4033100066733|10|07/09/2021
20060300|CTN||500|22/07/2021
20061748|CTN|18998866610220|12|22/07/2021
20061938|CTN|8992775613016|24|22/07/2021
20062125|BOX|8991906155753|10|07/09/2021
20062125|CTN||100|22/07/2021
20062365|CTN|18998866200889|24|22/07/2021
20062818|CTN|10089686827795|12|22/07/2021
20062818|CTN|10089686827825|12|22/07/2021
20062818|CTN|10089686837795|12|22/07/2021
20062867|BOX|8992802080064|6|07/09/2021
20062868|BOX|8992802080057|6|07/09/2021
20062869|BOX|8992802080040|6|07/09/2021
20062910|CTN|18999510785547|24|22/07/2021
20063156|CTN|18992727005859|12|22/07/2021
20063262|CTN|8997204480153|12|22/07/2021
20064088|CTN||0|22/07/2021
20064088|BOX|8999909000384|10|07/09/2021
20064089|BOX|8999909000490|10|07/09/2021
20064089|CTN||0|22/07/2021
20064215|CTN|89927457302174|12|22/07/2021
20064413|CTN|18992727005972|6|22/07/2021
20064415|CTN|18992727005880|12|22/07/2021
20064828|CTN|18998866610268|24|22/07/2021
20065248|CTN|18997035601014|24|22/07/2021
20065300|CTN|18993560002074|24|22/07/2021
20065300|CTN|18993560000032|24|22/07/2021
20065301|CTN|18993560000025|12|22/07/2021
20065778|CTN|8992761003012|12|22/07/2021
20065779|CTN|8992761003029|12|22/07/2021
20065780|CTN|8992761003036|12|22/07/2021
20065844|CTN|10089686018087|24|22/07/2021
20065846|CTN|18996001520298|24|22/07/2021
20066629|CTN|18999908603606|30|22/07/2021
20066758|CTN|8997225200266|24|22/07/2021
20066758|CTN|8997206580226|24|22/07/2021
20066789|CTN|8992761167783|12|22/07/2021
20067200|CTN|8999999090173|12|22/07/2021
20067201|CTN|8999999090197|12|22/07/2021
20067395|CTN|18992718853537|30|22/07/2021
20067585|CTN|18998866805350|6|22/07/2021
20067681|CTN|18992718853476|12|22/07/2021
20067682|CTN|18992718583410|12|22/07/2021
20067865|CTN|10089686827818|12|22/07/2021
20067865|CTN|10089686827788|12|22/07/2021
20067874|CTN|400810020157|30|22/07/2021
20067923|CTN|18998127912278|600|07/09/2021
20068089|CTN|8997225200020|35|22/07/2021
20068089|CTN|8997206580189|35|22/07/2021
20068090|CTN|8997206580202|35|22/07/2021
20068090|CTN|8997225200082|35|22/07/2021
20069143|CTN|18992726892481|24|22/07/2021
20069145|CTN|18992726892511|24|22/07/2021
20069199|CTN|18995227501258|24|22/07/2021
20069208|CTN|18996001600266|24|22/07/2021
20069768|CTN|18993118731104|40|22/07/2021
20069786|CTN|8992761167790|12|22/07/2021
20069791|BOX|8998989400237|10|07/09/2021
20069791|CTN||0|22/07/2021
20069881|CTN|18998866201343|40|22/07/2021
20070253|CTN|18992753700100|36|22/07/2021
20070447|BOX|8997032822309|10|07/09/2021
20070447|CTN||0|22/07/2021
20070599|CTN|18998866610077|24|22/07/2021
20070618|BOX|8999909000551|10|07/09/2021
20070618|CTN||0|22/07/2021
20070851|CTN|08999999112431|24|22/07/2021
20070867|CTN|18992718853568|12|22/07/2021
20071386|BOX|8991906159997|10|07/09/2021
20071386|CTN||100|22/07/2021
20071508|CTN|0648436120994|16|22/07/2021
20071642|CTN|38992772580282|24|22/07/2021
20071827|CTN|08999999099220|12|22/07/2021
20071827|CTN|08999999137878|12|22/07/2021
20071828|CTN|08999999113315|6|22/07/2021
20072801|CTN|8992761167806|12|22/07/2021
20072802|CTN|8992761167813|12|22/07/2021
20073395|CTN|08999999113322|24|22/07/2021
20073425|CTN|8994096219410|12|22/07/2021
20073499|CTN|18998866610435|12|22/07/2021
20073671|CTN|18991688890818|24|22/07/2021
20073805|CTN|18998866610428|6|22/07/2021
20073997|CTN|18888166609706|6|22/07/2021
20073998|CTN|18888166610023|6|22/07/2021
20074000|CTN|8993175540421|6|22/07/2021
20074001|CTN|8993175540292|6|22/07/2021
20074112|CTN|10089686043270|40|22/07/2021
20074113|CTN|10089686043294|40|22/07/2021
20074226|CTN|14902430453025|8|22/07/2021
20074232|CTN|8997030680222|12|22/07/2021
20074237|CTN|18993007005965|24|22/07/2021
20074721|CTN|78992772190250|24|22/07/2021
20074977|CTN|18998866201565|40|22/07/2021
20074978|CTN|18998866200827|12|22/07/2021
20075362|CTN|1899356000056|12|22/07/2021
20075570|CTN|8992775709078|24|22/07/2021
20075570|CTN|8992775709139|24|22/07/2021
20075616|BOX|8991906158389|10|07/09/2021
20075616|CTN||200|22/07/2021
20075631|BOX|8991906151410|10|07/09/2021
20075631|CTN||0|22/07/2021
20075632|BOX|8991906158891|10|07/09/2021
20075632|CTN||0|22/07/2021
20075894|CTN|8992761164812|12|22/07/2021
20075895|CTN|8992761164829|12|22/07/2021
20076052|CTN|18996001600389|6|22/07/2021
20076134|CTN|18997032823228|0|07/09/2021
20076486|CTN|18850389111366|24|22/07/2021
20076623|CTN|18993379262676|12|22/07/2021
20076626|CTN|8992826116152|12|22/07/2021
20076770|CTN|18991002121086|24|22/07/2021
20076896|BOX|8999909000728|10|07/09/2021
20076896|CTN||0|22/07/2021
20077310|CTN|8999999115852|12|22/07/2021
20077311|CTN|8999999115845|12|22/07/2021
20077466|BOX|8998989852029|10|07/09/2021
20077466|CTN||0|22/07/2021
20077499|CTN|18999510785462|24|22/07/2021
20077501|CTN|18992753700308|12|22/07/2021
20077509|CTN|8994096219441|24|22/07/2021
20077573|CTN|18997212800018|24|22/07/2021
20078206|CTN|8994171102316|12|22/07/2021
20078367|CTN|18993496110164|24|22/07/2021
20078598|CTN|8801073122918|40|22/07/2021
20078830|CTN|18992718853612|12|22/07/2021
20079011|CTN|14902430693377|8|22/07/2021
20079016|CTN|18994985000058|24|22/07/2021
20079358|CTN|78892772190243|24|22/07/2021
20079512|BOX|8999909000674|10|07/09/2021
20079512|CTN||0|22/07/2021
20079788|CTN|89927457302556|12|22/07/2021
20079820|BOX|8995078800084|10|07/09/2021
20079820|CTN||800|22/07/2021
20079879|CTN|18997011069159|32|22/07/2021
20080088|CTN|18994985000003|24|22/07/2021
20080088|CTN|1899498500003|24|22/07/2021
20080360|CTN|14902430622063|8|22/07/2021
20080361|CTN|14902430622087|8|22/07/2021
20080878|CTN|1899498500034|24|22/07/2021
20081249|CTN|18992752091308|24|22/07/2021
20081448|CTN|18998866808313|12|22/07/2021
20081449|CTN|18998866808269|12|22/07/2021
20082246|CTN|8992802078047|36|22/07/2021
20082247|CTN|8992802037242|36|22/07/2021
20082349|CTN|08999999124373|12|22/07/2021
20082393|CTN|18992753700506|36|22/07/2021
20082396|CTN|08999999124328|12|22/07/2021
20082400|CTN|1899498500010|24|22/07/2021
20082580|CTN|18999908678000|12|22/07/2021
20083014|CTN|18997009781193|24|22/07/2021
20083490|CTN||800|22/07/2021
20083490|BOX|8999909000780|10|07/09/2021
20083774|CTN|18994985000096|24|22/07/2021
20083775|CTN|38992772580275|24|22/07/2021
20083789|CTN|10089686044116|40|22/07/2021
20083790|CTN|10089686044130|40|22/07/2021
20083795|CTN|18992753861368|6|22/07/2021
20083931|CTN|8992696430297|9|22/07/2021
20083931|CTN|08992696523111|9|22/07/2021
20084162|CTN||200|22/07/2021
20084162|BOX|8998989400268|10|07/09/2021
20084444|CTN|18998866201664|24|22/07/2021
20084481|CTN|10089686067009|12|22/07/2021
20084780|CTN|18998866611111|24|22/07/2021
20084820|BOX|8991926151032|5|07/09/2021
20084820|BOX|8991926151070|5|07/09/2021
20084820|CTN||0|22/07/2021
20084821|BOX|8991926151049|5|07/09/2021
20084821|BOX|8991926151087|5|07/09/2021
20084821|CTN||0|22/07/2021
20084875|CTN|18998866107065|24|22/07/2021
20084959|CTN|8992775000496|6|22/07/2021
20085010|CTN|648436331147|24|22/07/2021
20085013|CTN|18991688890801|24|22/07/2021
20085054|CTN|18997218380071|24|22/07/2021
20085113|CTN|08999999123840|12|22/07/2021
20085113|CTN|08999999137908|12|22/07/2021
20085115|CTN|10089686043201|40|22/07/2021
20085461|CTN|10089686011491|40|22/07/2021
20085462|CTN|10089686043416|40|22/07/2021
20085760|CTN|18997032823389|500|07/09/2021
20085797|CTN|08992696424500|36|22/07/2021
20085982|CTN|14902430706749|6|22/07/2021
20085984|CTN|14902430731871|6|22/07/2021
20085985|CTN|14902430731512|6|22/07/2021
20085986|CTN|14902430731598|6|22/07/2021
20085987|CTN|18998866611159|12|22/07/2021
20085988|CTN|18996001600396|12|22/07/2021
20086072|CTN|08999999126087|12|22/07/2021
20086072|CTN|08999999177300|12|22/07/2021
20086072|CTN|08999999166977|12|22/07/2021
20086172|CTN|08999999127152|12|22/07/2021
20086172|CTN|08999999187170|12|22/07/2021
20086173|CTN|08999999127169|24|22/07/2021
20086174|CTN|10089686048046|24|22/07/2021
20086204|CTN|8992775709115|12|22/07/2021
20086205|CTN|8992775709092|12|22/07/2021
20086251|CTN|18992753700605|36|22/07/2021
20087003|CTN|08999999177287|12|22/07/2021
20087003|CTN|08999999166953|12|22/07/2021
20087003|CTN|8999999128043|12|22/07/2021
20087004|CTN|08999999177294|12|22/07/2021
20087004|CTN|08999999166960|12|22/07/2021
20087004|CTN|8999999128050|12|22/07/2021
20087007|CTN|08999999184841|18|22/07/2021
20087007|CTN|8999999113292|18|22/07/2021
20087016|CTN|18998009040211|24|22/07/2021
20087027|CTN|08999999184858|18|22/07/2021
20087027|CTN|8999999124700|18|22/07/2021
20087140|CTN|18998866808214|6|22/07/2021
20087155|CTN|10089686060000|24|22/07/2021
20087410|CTN|8993351174020|40|22/07/2021
20087411|CTN|8993351174129|40|22/07/2021
20087412|CTN|8993351174228|40|22/07/2021
20087413|CTN|8993351174006|24|22/07/2021
20087414|CTN|8993351174105|24|22/07/2021
20087464|CTN|8994096221123|12|22/07/2021
20087542|CTN|18998866201909|24|22/07/2021
20087581|CTN|18997203820018|12|22/07/2021
20087582|CTN|8992761152191|24|22/07/2021
20087583|CTN|8992761152185|24|22/07/2021
20087658|CTN|18999168213126|600|07/09/2021
20087660|CTN|08999999167011|12|22/07/2021
20087660|CTN|08999999177317|12|22/07/2021
20087660|CTN|08999999127947|12|22/07/2021
20087713|CTN|8994096219540|12|22/07/2021
20087862|CTN|8994096222601|24|22/07/2021
20088385|CTN|08999999126155|12|22/07/2021
20088386|CTN|18992718853759|30|22/07/2021
20088711|CTN|18996001301392|6|22/07/2021
20088789|CTN|18993007006344|40|22/07/2021
20088800|CTN|18993007006382|30|22/07/2021
20088875|CTN|18992753700902|36|22/07/2021
20088964|CTN|010899800977038|24|22/07/2021
20089486|CTN|8994096222472|12|22/07/2021
20089542|CTN|8994096222564|12|22/07/2021
20089665|CTN|8994096222496|24|22/07/2021
20089792|CTN|18991002125008|12|22/07/2021
20089794|CTN|8852018142058|30|22/07/2021
20089794|CTN|8852018142027|30|22/07/2021
20089805|CTN|18801097128078|30|22/07/2021
20089806|CTN|18801097122076|30|22/07/2021
20089821|CTN|18997035601229|24|22/07/2021
20089821|CTN|18997035601236|24|22/07/2021
20089825|CTN|18993007006412|30|22/07/2021
20089826|CTN|14901301507539|12|22/07/2021
20089827|CTN|18992727006283|12|22/07/2021
20090066|CTN|08999999130695|12|22/07/2021
20090067|CTN|08999999187187|12|22/07/2021
20090067|CTN|08999999132569|12|22/07/2021
20090189|CTN|010899800977042|24|22/07/2021
20090325|CTN|10089686040002|20|22/07/2021
20090327|CTN|18993007006399|24|22/07/2021
20090328|CTN|18993007006405|24|22/07/2021
20090329|CTN|8992775001080|24|22/07/2021
20090425|CTN|8994096220829|12|22/07/2021
20090506|CTN|08999999130596|12|22/07/2021
20090527|CTN|8991102026369|24|22/07/2021
20090527|CTN|8991102027489|24|22/07/2021
20090528|CTN|08999999131616|12|22/07/2021
20090530|CTN|8991102679008|24|22/07/2021
20090852|CTN|08999999130465|12|22/07/2021
20090903|CTN|8994096219595|12|22/07/2021
20090904|CTN|8801073123748|40|22/07/2021
20090914|CTN|18992718853766|30|22/07/2021
20090915|CTN|18992718853773|30|22/07/2021
20090916|BOX|8991906151427|10|07/09/2021
20090916|CTN||100|22/07/2021
20090961|CTN|18998866201923|40|22/07/2021
20090969|CTN|8994096219564|12|22/07/2021
20091183|CTN|18992753861375|6|22/07/2021
20091304|CTN|10089686060109|12|22/07/2021
20091352|CTN|18998866610244|6|22/07/2021
20091399|CTN|7499221172321|24|22/07/2021
20091457|CTN|18998866808368|12|22/07/2021
20091544|CTN|8997220410127|24|22/07/2021
20091545|CTN|8997220410134|24|22/07/2021
20091654|CTN|10089686827726|12|22/07/2021
20091715|CTN|8999999129101|12|22/07/2021
20091715|CTN|08999999137892|12|22/07/2021
20091870|CTN|18998866808856|6|22/07/2021
20092072|CTN||0|22/07/2021
20092072|BOX|8998989400282|10|07/09/2021
20092197|CTN||100|22/07/2021
20092197|BOX|8991907151037|10|07/09/2021
20092331|CTN|18998866611715|12|22/07/2021
20092531|CTN|10089686018100|24|22/07/2021
20092556|CTN|18997004301709|12|22/07/2021
20092721|CTN|08999999134914|12|22/07/2021
20092888|CTN|18992946532297|30|22/07/2021
20093061|CTN|9556156052918|24|22/07/2021
20093062|CTN|9556156052932|24|22/07/2021
20093096|CTN|18992752122606|12|22/07/2021
20093097|CTN|18992752122705|12|22/07/2021
20093098|CTN|18992752122804|12|22/07/2021
20093134|CTN|18998899995561|12|22/07/2021
20093170|CTN|08999999123437|12|22/07/2021
20093173|CTN|18998866612170|12|22/07/2021
20093186|CTN|08999999122003|24|22/07/2021
20093188|CTN|08999999129095|12|22/07/2021
20093188|CTN|08999999137861|12|22/07/2021
20093188|CTN|08999999173395|12|22/07/2021
20093189|CTN|08999999131630|24|22/07/2021
20093193|CTN|18998866612255|12|22/07/2021
20093196|CTN|8992802080156|36|22/07/2021
20093197|CTN|8992802080125|36|22/07/2021
20093221|CTN|10089686043430|40|22/07/2021
20093330|CTN|0648436121182|16|22/07/2021
20093331|CTN|0648436120581|16|22/07/2021
20093521|CTN|08999999123857|6|22/07/2021
20093586|CTN|18997218380125|24|22/07/2021
20093627|CTN|18998866612217|6|22/07/2021
20093919|CTN|8994096223011|12|22/07/2021
20093920|CTN|14902430823378|12|22/07/2021
20093993|CTN|8992761003050|12|22/07/2021
20094164|CTN|18992752112010|12|22/07/2021
20094165|CTN|18992752112218|12|22/07/2021
20094166|CTN|18992752112317|12|22/07/2021
20094167|CTN|18992752112515|12|22/07/2021
20094206|CTN|18996001350864|6|22/07/2021
20094209|CTN|08999999137243|48|22/07/2021
20094265|BOX|8999909001220|10|07/09/2021
20094265|CTN||0|22/07/2021
20094325|CTN|08999999121990|24|22/07/2021
20094326|CTN|08999999125226|24|22/07/2021
20094642|CTN|18996001520168|20|22/07/2021
20094644|CTN|18996001523145|20|22/07/2021
20094646|BOX|8999909001022|10|07/09/2021
20094646|CTN||500|22/07/2021
20094693|CTN|18998866202319|12|22/07/2021
20094733|CTN|14902430844762|12|22/07/2021
20094735|CTN|14902430845196|12|22/07/2021
20094960|CTN|18998866601860|24|22/07/2021
20094961|CTN|08999999136796|24|22/07/2021
20095217|BOX|8999909001640|10|07/09/2021
20095217|CTN||0|22/07/2021
20095218|BOX|8999909001688|10|07/09/2021
20095218|CTN||0|22/07/2021
20095517|CTN|18992753721204|24|22/07/2021
20095518|CTN|18998866602713|24|22/07/2021
20095518|CTN|18998866601839|24|22/07/2021
20095741|CTN|09556001260246|24|22/07/2021
20095742|CTN|8991102714525|12|22/07/2021
20095742|CTN|8991102714532|12|22/07/2021
20095747|CTN|18998866201824|24|22/07/2021
20096056|CTN|18992718853803|12|22/07/2021
20096057|CTN|18992718853810|12|22/07/2021
20096093|CTN|8992761152239|24|22/07/2021
20096094|CTN|8992761152222|24|22/07/2021
20096499|CTN|8801073123977|40|22/07/2021
20096500|CTN|8801073222595|16|22/07/2021
20096502|BOX|8997217370205|10|07/09/2021
20096502|CTN||500|22/07/2021
20096555|CTN|14902430870983|8|22/07/2021
20096573|CTN|18992753721211|24|22/07/2021
20096589|CTN|18998866202111|8|22/07/2021
20096590|CTN|18998866202135|8|22/07/2021
20096593|CTN|10089686043447|20|22/07/2021
20096676|CTN|18998866611722|24|22/07/2021
20096705|CTN|18992752091377|12|22/07/2021
20096781|CTN|18998866202340|40|22/07/2021
20096782|CTN|18998866202234|12|22/07/2021
20096810|BOX|8999909001701|10|07/09/2021
20096810|CTN||100|22/07/2021
20096820|CTN|18992753721129|36|22/07/2021
20096965|CTN|08999999089924|40|22/07/2021
20096966|CTN|08999999090166|40|22/07/2021
20096970|CTN|08999999141417|24|22/07/2021
20097484|CTN|8992761148003|12|22/07/2021
20097485|BOX|8993989331680|10|07/09/2021
20097485|CTN||100|22/07/2021
20097489|CTN|8992761164867|12|22/07/2021
20097490|CTN|8992761164874|12|22/07/2021
20097739|CTN|8994096224056|12|22/07/2021
20098180|CTN|08999999139841|12|22/07/2021
20098312|CTN|18998866612361|12|22/07/2021
20098410|CTN|18992727006917|12|22/07/2021
20098411|CTN|08999999148416|24|22/07/2021
20098412|CTN|08999999148409|24|22/07/2021
20098427|CTN|8999999134372|12|22/07/2021
20098598|CTN|8992761129637|12|22/07/2021
20098599|CTN|8992761167820|12|22/07/2021
20098714|CTN|18998866108321|24|22/07/2021
20098816|CTN|18998866612514|12|22/07/2021
20098941|CTN|18991002125015|12|22/07/2021
20099087|CTN|8994096223233|15|22/07/2021
20099297|CTN|18998866202401|12|22/07/2021
20099413|CTN|18998866611609|4|22/07/2021
20099414|CTN|18998866610091|6|22/07/2021
20099415|CTN|18998866612163|6|22/07/2021
20099417|CTN|18998866808108|6|22/07/2021
20099420|CTN|18998866808115|6|22/07/2021
20099421|CTN|18998866805497|6|22/07/2021
20099422|CTN|18998866105160|12|22/07/2021
20099423|CTN|18998866105177|12|22/07/2021
20099424|CTN|18998866107911|12|22/07/2021
20099425|CTN|18998866106099|6|22/07/2021
20099426|CTN|1899886611197|4|22/07/2021
20099426|CTN|18998866611197|4|22/07/2021
20099558|CTN|18993007006528|40|22/07/2021
20099579|CTN|18998866609897|18|22/07/2021
20099580|CTN|18998866609880|18|22/07/2021
20099678|CTN|18997222130129|20|22/07/2021
20099679|CTN|18997222130105|20|22/07/2021
20099680|CTN|10089686045007|20|22/07/2021
20099681|CTN|10089686045090|20|22/07/2021
20099812|CTN|08999999152734|6|22/07/2021
20099813|CTN|8994096223530|12|22/07/2021
20100025|CTN|18996001600648|24|22/07/2021
20100025|CTN|28996001600645|24|22/07/2021
20100026|CTN|18996001600617|24|22/07/2021
20100026|CTN|28996001600614|24|22/07/2021
20100138|BOX|8991926151056|5|07/09/2021
20100138|BOX|8991926151094|5|07/09/2021
20100138|CTN||0|22/07/2021
20100139|BOX|8991926151063|5|07/09/2021
20100139|CTN||0|22/07/2021
20100139|BOX|8991926151100|5|07/09/2021
20100142|CTN|18998009040198|24|22/07/2021
20100143|CTN|18998009040204|24|22/07/2021
20100250|CTN|18997222130112|20|22/07/2021
20101087|CTN|18992753721327|12|22/07/2021
20101088|CTN|18992753721303|12|22/07/2021
20101095|CTN|18998866809877|12|22/07/2021
20101102|CTN|18997218380132|24|22/07/2021
20101104|CTN|08992696522268|24|22/07/2021
20101105|CTN|08992696522244|24|22/07/2021
20101106|CTN|08992696522220|24|22/07/2021
20101198|CTN|18998866612521|6|22/07/2021
20101253|CTN|8992775709153|12|22/07/2021
20101381|CTN|18850389115692|24|22/07/2021
20101559|CTN|38992772480292|24|22/07/2021
20101647|CTN|08999999157128|24|22/07/2021
20101648|CTN|08999999157135|24|22/07/2021
20101747|CTN|10089686043492|40|22/07/2021
20101797|CTN||200|22/07/2021
20101797|BOX|8991912151046|10|07/09/2021
20101861|CTN|18998866613269|24|22/07/2021
20101897|CTN|18994985000218|24|22/07/2021
20102121|CTN|8992761003067|12|22/07/2021
20102122|CTN|8992761137298|12|22/07/2021
20102167|BOX|8994214995561|10|07/09/2021
20102167|CTN||100|22/07/2021
20102239|CTN|8992761164751|12|22/07/2021
20102240|CTN|8992761164881|12|22/07/2021
20102365|CTN|18996001520403|20|22/07/2021
20102366|CTN|18996001520410|20|22/07/2021
20102700|CTN|18992752112003|12|22/07/2021
20102701|CTN|14902430928776|8|22/07/2021
20102702|CTN|08999999151799|12|22/07/2021
20102703|CTN|08999999153441|24|22/07/2021
20102704|CTN|08999999150129|12|22/07/2021
20102705|CTN|18992727006856|24|22/07/2021
20102706|CTN|18992727006863|24|22/07/2021
20102725|CTN|08999999159115|24|22/07/2021
20102789|CTN|18991002122007|24|22/07/2021
20102790|CTN|18991002122014|24|22/07/2021
20102796|CTN|58992628610150|12|22/07/2021
20102836|CTN|8992775712771|12|22/07/2021
20102838|CTN|18888166989747|6|22/07/2021
20102858|CTN|18998866202616|40|22/07/2021
20103178|CTN|18999908808803|24|22/07/2021
20103265|CTN|08992696521636|36|22/07/2021
20103368|CTN|18999908426601|24|22/07/2021
20103440|CTN|18992388134745|12|22/07/2021
20103442|CTN|18992388134738|40|22/07/2021
20103591|CTN|20089686010941|8|22/07/2021
20103592|CTN|30089686010016|8|22/07/2021
20103606|CTN|18809660340001|30|22/07/2021
20103679|CTN|8995899290217|24|22/07/2021
20103948|CTN|8991102714600|12|22/07/2021
20103951|CTN|0749921110039|72|22/07/2021
20103952|CTN|0749921110909|72|22/07/2021
20104003|CTN|08999999152604|6|22/07/2021
20104030|CTN|18998866613757|12|22/07/2021
20104155|CTN|18992718853872|30|22/07/2021
20104278|CTN|18998866202678|12|22/07/2021
20104283|CTN|18993560000193|12|22/07/2021
20104546|CTN|18998866613641|12|22/07/2021
20104950|CTN|08999999159399|12|22/07/2021
20104950|CTN|08999999173388|12|22/07/2021
20104951|CTN|18998866614129|12|22/07/2021
20105063|CTN|38992772120099|20|22/07/2021
20105063|CTN|38992772120105|20|22/07/2021
20105095|CTN||200|22/07/2021
20105095|BOX|8991906151526|10|07/09/2021
20105101|CTN|6920238090632|8|22/07/2021
20105232|CTN|18992779248504|12|22/07/2021
20105233|CTN|18992779248603|12|22/07/2021
20105234|CTN|18992779259807|12|22/07/2021
20105339|CTN|14902430340769|8|22/07/2021
20105342|CTN|18992779235504|12|22/07/2021
20105344|BOX|8999909002838|10|07/09/2021
20105344|CTN||600|22/07/2021
20105358|CTN|18992779212109|12|22/07/2021
20105655|CTN|18992752011436|24|22/07/2021
20105915|CTN|10089686043584|8|22/07/2021
20105964|CTN|08999999159429|12|22/07/2021
20106146|CTN|17622210694598|8|22/07/2021
20106178|CTN|18997232850024|12|22/07/2021
20106190|BOX|8997217370328|10|07/09/2021
20106190|CTN||0|22/07/2021
20106266|CTN|8997225200358|24|22/07/2021
20106821|CTN|08999999159672|12|22/07/2021
20106821|CTN|08999999166717|12|22/07/2021
20106845|BOX|8999909003064|10|07/09/2021
20106845|CTN||0|22/07/2021
20107180|BOX|8997018460358|10|07/09/2021
20107180|CTN||0|22/07/2021
20107181|BOX|8997018460297|10|07/09/2021
20107181|CTN||0|22/07/2021
20107184|BOX|8997018460327|10|07/09/2021
20107184|CTN||0|22/07/2021
20107189|BOX|8999909003361|10|23/07/2021
20107189|CTN||0|22/07/2021
20107240|CTN|18998866615317|12|22/07/2021
20107539|CTN|18809660340049|30|22/07/2021
20107540|CTN|18809660340032|30|22/07/2021
20107569|CTN|18997009070976|12|22/07/2021
20107570|CTN|18997009070983|12|22/07/2021
20107571|CTN|18997009070990|12|22/07/2021
20107653|CTN|08001200049402|24|22/07/2021
20107654|CTN|08001200044278|24|22/07/2021
20107723|CTN|18993496110454|4|22/07/2021
20107723|CTN|18993496110997|4|22/07/2021
20107789|BOX|8998989400305|10|23/07/2021
20107789|CTN|18998989600306|800|22/07/2021
20107794|BOX|8999909000698|10|07/09/2021
20107794|CTN||0|22/07/2021
20107796|BOX|8999909000995|10|23/07/2021
20107796|CTN||0|22/07/2021
20107857|CTN|08999999163136|12|22/07/2021
20108150|CTN|9556007962601|12|22/07/2021
20108151|CTN|9556007962625|12|22/07/2021
20108153|CTN|8423352860177|6|22/07/2021
20108156|CTN|8423352860153|6|22/07/2021
20108160|CTN|9556007961987|12|22/07/2021
20108162|CTN|9556007962366|12|22/07/2021
20108190|CTN|8423352860146|6|22/07/2021
20108196|CTN|18998866202777|40|22/07/2021
20108418|CTN|18998866613658|12|22/07/2021
20108810|CTN|10089686060130|12|22/07/2021
20108810|CTN|100896860601|12|22/07/2021
20109019|CTN|18994985000102|24|22/07/2021
20109046|CTN|60809939073657|30|22/07/2021
20109053|CTN|8850096841535|24|22/07/2021
20109055|CTN|8850096841504|24|22/07/2021
20109056|CTN|8850096841528|24|22/07/2021
20109092|CTN|18934868151170|24|22/07/2021
20109120|CTN|68801056317241|72|22/07/2021
20109212|CTN|8997009780816|12|22/07/2021
20109213|CTN|8997009780830|12|22/07/2021
20109404|CTN|18993351179803|12|22/07/2021
20109405|CTN|8850096811538|12|22/07/2021
20109406|CTN|8850096811507|12|22/07/2021
20109454|CTN|18998866614112|6|22/07/2021
20109554|CTN|18992727007723|12|22/07/2021
20109597|BOX|8999909003897|10|23/07/2021
20109597|CTN||0|22/07/2021
20109598|BOX|8999909003941|10|07/09/2021
20109598|CTN||0|22/07/2021
20109703|CTN|18999898968839|12|22/07/2021
20109969|CTN|18996001600600|24|22/07/2021
20110035|CTN|10769828221604|24|22/07/2021
20110036|CTN|18801104940037|24|22/07/2021
20110037|CTN|18801104940150|24|22/07/2021
20110038|CTN|18801104663486|24|22/07/2021
20110053|CTN|18802783200573|20|22/07/2021
20110219|CTN|00034000318001|12|22/07/2021
20110269|CTN|9008700161756|12|22/07/2021
20110270|CTN|9008700169974|12|22/07/2021
20110271|CTN|9008700161886|12|22/07/2021
